,grande_area,area,codigo
391,Engenharias,Conformação Mecânica,3.03.03.01-0
392,Engenharias,Fundição,3.03.03.02-8
393,Engenharias,Metalurgia de Po,3.03.03.03-6
394,Engenharias,Recobrimentos,3.03.03.04-4
395,Engenharias,Soldagem,3.03.03.05-2
396,Engenharias,"Tratamento Térmicos, Mecânicos e Químicos",3.03.03.06-0
397,Engenharias,Usinagem,3.03.03.07-9
398,Engenharias,Metalurgia Fisica,3.03.04.00-8
399,Engenharias,Estrutura dos Metais e Ligas,3.03.04.01-6
400,Engenharias,Propriedades Físicas dos Metais e Ligas,3.03.04.02-4
401,Engenharias,Propriedades Mecânicas dos Metais e Ligas,3.03.04.03-2
402,Engenharias,Transformação de Fases,3.03.04.04-0
403,Engenharias,Corrosão,3.03.04.05-9
404,Engenharias,Materiais não Metálicos,3.03.05.00-4
405,Engenharias,Extração e Transformação de Materiais,3.03.05.01-2
406,Engenharias,Cerâmicos,3.03.05.02-0
407,Engenharias,Materiais Conjugados não Metálicos,3.03.05.03-9
408,Engenharias,"Polímeros, Aplicações",3.03.05.04-7
409,Engenharias,Engenharia Elétrica,3.04.00.00-7
410,Engenharias,Materiais Elétricos,3.04.01.00-3
411,Engenharias,Materiais Condutores,3.04.01.01-1
412,Engenharias,Materiais e Componentes Semicondutores,3.04.01.02-0
413,Engenharias,Materiais e Dispositivos Supercondutores,3.04.01.03-8
414,Engenharias,"Materiais Dielétricos, Piesoelétricos e Ferroelétricos",3.04.01.04-6
415,Engenharias,"Materiais e Componentes Eletroóticos e Magnetoóticos, Materiais Fotoelétricos",3.04.01.05-4
416,Engenharias,Materiais e Dispositivos Magnéticos,3.04.01.06-2
417,Engenharias,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação",3.04.02.00-0
418,Engenharias,Medidas Elétricas,3.04.02.01-8
419,Engenharias,Medidas Magnéticas,3.04.02.02-6
420,Engenharias,Instrumentação Eletromecânica,3.04.02.03-4
421,Engenharias,Instrumentação Eletrônica,3.04.02.04-2
422,Engenharias,Sistemas Eletrônicos de Medida e de Controle,3.04.02.05-0
423,Engenharias,"Circuitos Elétricos, Magnéticos e Eletrônicos",3.04.03.00-6
424,Engenharias,Teoria Geral dos Circuitos Elétricos,3.04.03.01-4
425,Engenharias,Circuitos Lineares e Não-Lineares,3.04.03.02-2
426,Engenharias,Circuitos Eletrônicos,3.04.03.03-0
427,Engenharias,"Circuitos Magnéticos, Magnetismos, Eletromagnetismo",3.04.03.04-9
428,Engenharias,Sistemas Elétricos de Potência,3.04.04.00-2
429,Engenharias,Geração da Energia Elétrica,3.04.04.01-0
430,Engenharias,"Transmissão da Energia Elétrica, Distribuição da Energia Elétrica",3.04.04.02-9
431,Engenharias,Conversão e Retificação da Energia Elétrica,3.04.04.03-7
432,Engenharias,"Medição, Controle, Correção e Proteção de Sistemas Elétricos de Potência",3.04.04.04-5
433,Engenharias,Máquinas Elétricas e Dispositivos de Potência,3.04.04.05-3
434,Engenharias,Instalações Elétricas Prediais e Industriais,3.04.04.06-1
435,Engenharias,"Eletrônica Industrial, Sistemas e Controles Eletrônicos",3.04.05.00-9
436,Engenharias,Eletrônica Industrial,3.04.05.01-7
437,Engenharias,Automação Eletrônica de Processos Elétricos e Industriais,3.04.05.02-5
438,Engenharias,"Controle de Processos Eletrônicos, Retroalimentação",3.04.05.03-3
439,Engenharias,Telecomunicações,3.04.06.00-5
440,Engenharias,"Teoria Eletromagnética, Microondas, Propagação de Ondas, Antenas",3.04.06.01-3
441,Engenharias,Radionavegação e Radioastronomia,3.04.06.02-1
442,Engenharias,Sistemas de Telecomunicações,3.04.06.03-0
443,Engenharias,Engenharia Mecânica,3.05.00.00-1
444,Engenharias,Fenômenos de Transporte,3.05.01.00-8
445,Engenharias,Transferência de Calor,3.05.01.01-6
446,Engenharias,Mecânica dos Fluidos,3.05.01.02-4
447,Engenharias,Dinâmica dos Gases,3.05.01.03-2
448,Engenharias,Principios Variacionais e Métodos Numéricos,3.05.01.04-0
449,Engenharias,Engenharia Térmica,3.05.02.00-4
450,Engenharias,Termodinâmica,3.05.02.01-2
451,Engenharias,Controle Ambiental,3.05.02.02-0
452,Engenharias,Aproveitamento da Energia,3.05.02.03-9
453,Engenharias,Mecânica dos Sólidos,3.05.03.00-0
454,Engenharias,"Mecânica  dos  Corpos  Sólidos,  Elásticos  e  Plásticos",3.05.03.01-9
455,Engenharias,"Dinâmica  dos  Corpos  Rígidos,  Elásticos  e  Plásticos",3.05.03.02-7
456,Engenharias,Análise de Tensões,3.05.03.03-5
457,Engenharias,Termoelasticidade,3.05.03.04-3
458,Engenharias,Projetos de Máquinas,3.05.04.00-7
459,Engenharias,Teoria dos Mecanismos,3.05.04.01-5
460,Engenharias,Estática e Dinâmica Aplicada,3.05.04.02-3
461,Engenharias,Elementos de Máquinas,3.05.04.03-1
462,Engenharias,Fundamentos Gerais de Projetos das Máquinas,3.05.04.04-0
463,Engenharias,"Máquinas, Motores e Equipamentos",3.05.04.05-8
464,Engenharias,Métodos de Síntese e Otimização Aplicados ao Projeto Mecânico,3.05.04.06-6
465,Engenharias,Controle de Sistemas Mecânicos,3.05.04.07-4
466,Engenharias,Aproveitamento de Energia,3.05.04.08-2
467,Engenharias,Processos de Fabricação,3.05.05.00-3
468,Engenharias,Matrizes e Ferramentas,3.05.05.01-1
469,Engenharias,Máquinas de Usinagem e Conformação,3.05.05.02-0
470,Engenharias,Controle Numérico,3.05.05.03-8
471,Engenharias,Robotização,3.05.05.04-6
472,Engenharias,"Processos de Fabricação, Seleção Econômica",3.05.05.05-4
473,Engenharias,Engenharia Química,3.06.00.00-6
474,Engenharias,Processos Industriais de Engenharia Química,3.06.01.00-2
475,Engenharias,Processos Bioquimicos,3.06.01.01-0
476,Engenharias,Processos Orgânicos,3.06.01.02-9
477,Engenharias,Processos Inorgânicos,3.06.01.03-7
478,Engenharias,Operações Industriais e Equipamentos para Engenharia Química,3.06.02.00-9
479,Engenharias,Reatores Químicos,3.06.02.01-7
480,Engenharias,Operações Características de Processos Bioquímicos,3.06.02.02-5
481,Engenharias,Operações de Separação e Mistura,3.06.02.03-3
482,Engenharias,Tecnologia Química,3.06.03.00-5
483,Engenharias,Balancos Globais de Matéria e Energia,3.06.03.01-3
484,Engenharias,Água,3.06.03.02-1
485,Engenharias,Álcool,3.06.03.03-0
486,Engenharias,Alimentos,3.06.03.04-8
487,Engenharias,Borrachas,3.06.03.05-6
488,Engenharias,Carvão,3.06.03.06-4
489,Engenharias,Cerâmica,8.03.02.05-0
490,Engenharias,Cimento,3.06.03.08-0
491,Engenharias,Couro,3.06.03.09-9
492,Engenharias,Detergentes,3.06.03.10-2
493,Engenharias,Fertilizantes,3.06.03.11-0
494,Engenharias,Medicamentos,3.06.03.12-9
495,Engenharias,Metais não-Ferrosos,3.06.03.13-7
496,Engenharias,Óleos,3.06.03.14-5
497,Engenharias,Papel e Celulose,3.06.03.15-3
498,Engenharias,Petróleo e Petroquímica,3.06.03.16-1
499,Engenharias,Polímeros,3.06.03.17-0
500,Engenharias,Produtos Naturais,3.06.03.18-8
501,Engenharias,Têxteis,3.06.03.19-6
502,Engenharias,Tratamentos e Aproveitamento de Rejeitos,3.06.03.20-0
503,Engenharias,Xisto,3.06.03.21-8
504,Engenharias,Engenharia Sanitária,3.07.00.00-0
505,Engenharias,Recursos Hídricos,3.07.01.00-7
506,Engenharias,Planejamento Integrado dos Recursos Hídricos,3.07.01.01-5
507,Engenharias,Tecnologia e Problemas Sanitários de Irrigação,3.07.01.02-3
508,Engenharias,Águas Subterrâneas e Poços Profundos,3.07.01.03-1
509,Engenharias,Controle de Enchentes e de Barragens,3.07.01.04-0
510,Engenharias,Tratamento de Águas de Abastecimento e Residuárias,3.07.02.00-3
511,Engenharias,Química Sanitária,3.07.02.01-1
512,Engenharias,Processos Simplificados de Tratamento de Águas,3.07.02.02-0
513,Engenharias,Técnicas Convencionais de Tratamento de Águas,3.07.02.03-8
514,Engenharias,Técnicas Avancadas de Tratamento de Águas,3.07.02.04-6
515,Engenharias,Estudos e Caracterização de Efluentes Industriais,3.07.02.05-4
516,Engenharias,Lay Out de Processos Industriais,3.07.02.06-2
517,Engenharias,Resíduos Radioativos,3.07.02.07-0
518,Engenharias,Saneamento Básico,3.07.03.00-0
519,Engenharias,Técnicas de Abastecimento da Água,3.07.03.01-8
520,Engenharias,Drenagem de Águas Residuárias,3.07.03.02-6
521,Engenharias,Drenagem Urbana de Águas Pluviais,3.07.03.03-4
522,Engenharias,"Resíduos Sólidos, Domésticos e Industriais",3.07.03.04-2
523,Engenharias,Limpeza Pública,3.07.03.05-0
524,Engenharias,Instalações Hidráulico-Sanitárias,3.07.03.06-9
525,Engenharias,Saneamento Ambiental,3.07.04.00-6
526,Engenharias,Ecologia Aplicada à Engenharia Sanitária,3.07.04.01-4
527,Engenharias,Microbiologia Aplicada e Engenharia Sanitária,3.07.04.02-2
528,Engenharias,Parasitologia Aplicada à Engenharia Sanitária,3.07.04.03-0
529,Engenharias,"Qualidade do Ar, das Águas e do Solo",3.07.04.04-9
530,Engenharias,Controle da Poluição,3.07.04.05-7
531,Engenharias,Legislação Ambiental,3.07.04.06-5
532,Engenharias,Engenharia de Produção,3.08.00.00-5
533,Engenharias,Gerência de Produção,3.08.01.00-1
534,Engenharias,Planejamento de Instalações Industriais,3.08.01.01-0
535,Engenharias,"Planejamento, Projeto e Controle de Sistemas de Produção",3.08.01.02-8
536,Engenharias,Higiene e Segurança do Trabalho,3.08.01.03-6
537,Engenharias,Suprimentos,3.08.01.04-4
538,Engenharias,Garantia de Controle de Qualidade,3.08.01.05-2
539,Engenharias,Pesquisa Operacional,3.08.02.00-8
540,Engenharias,Processos Estocásticos e Teorias da Filas,3.08.02.01-6
541,Engenharias,"Programação Linear, Não-Linear, Mista e Dinâmica",3.08.02.02-4
542,Engenharias,Séries Temporais,3.08.02.03-2
543,Engenharias,Teoria dos Grafos,3.08.02.04-0
544,Engenharias,Teoria dos Jogos,3.08.02.05-9
545,Engenharias,Engenharia do Produto,3.08.03.00-4
546,Engenharias,Ergonomia,3.08.03.01-2
547,Engenharias,Metodologia de Projeto do Produto,3.08.03.02-0
548,Engenharias,Processos de Trabalho,3.08.03.03-9
549,Engenharias,Gerência do Projeto e do Produto,3.08.03.04-7
550,Engenharias,Desenvolvimento de Produto,3.08.03.05-5
551,Engenharias,Engenharia Econômica,3.08.04.00-0
552,Engenharias,Estudo de Mercado,3.08.04.01-9
553,Engenharias,Localização Industrial,3.08.04.02-7
554,Engenharias,Análise de Custos,3.08.04.03-5
555,Engenharias,Economia de Tecnologia,3.08.04.04-3
556,Engenharias,Vida Econômica dos Equipamentos,3.08.04.05-1
557,Engenharias,Avaliação de Projetos,3.08.04.06-0
558,Engenharias,Engenharia Nuclear,3.09.00.00-0
559,Engenharias,Aplicações de Radioisotopos,3.09.01.00-6
560,Engenharias,Produção de Radioisotopos,3.09.01.01-4
561,Engenharias,Aplicações Industriais de Radioisotopos,3.09.01.02-2
562,Engenharias,Instrumentação para Medida e Controle de Radiação,3.09.01.03-0
563,Engenharias,Fusão Controlada,3.09.02.00-2
564,Engenharias,Processos Industriais da Fusão Controlada,3.09.02.01-0
565,Engenharias,Problemas Tecnológicos da Fusão Controlada,3.09.02.02-9
566,Engenharias,Combustível Nuclear,3.09.03.00-9
567,Engenharias,Extração de Combustível Nuclear,3.09.03.01-7
568,Engenharias,"Conversão, Enriquecimento e Fabricação de Combustível Nuclear",3.09.03.02-5
569,Engenharias,Reprocessamento de Combustível Nuclear,3.09.03.03-3
570,Engenharias,Rejeitos de Combustível Nuclear,3.09.03.04-1
571,Engenharias,Tecnologia dos Reatores,3.09.04.00-5
572,Engenharias,Núcleo do Reator,3.09.04.01-3
573,Engenharias,Materiais Nucleares e Blindagem de Reatores,3.09.04.02-1
574,Engenharias,Transferência de Calor em Reatores,3.09.04.03-0
575,Engenharias,Geração e Integração Com Sistemas Elétricos em Reatores,3.09.04.04-8
576,Engenharias,Instrumentação Para Operação e Controle de Reatores,3.09.04.05-6
577,Engenharias,"Seguranca, Localização e Licênciamento de Reatores",3.09.04.06-4
578,Engenharias,Aspectos Econômicos de Reatores,3.09.04.07-2
579,Engenharias,Engenharia de Transportes,3.10.00.00-2
580,Engenharias,Planejamento de Transportes,3.10.01.00-9
581,Engenharias,Planejamento e Organização do Sistema de Transporte,3.10.01.01-7
582,Engenharias,Economia dos Transportes,3.10.01.02-5
583,Engenharias,Veículos e Equipamentos de Controle,3.10.02.00-5
584,Engenharias,Vias de Transporte,3.10.02.01-3
585,Engenharias,Veículos de Transportes,3.10.02.02-1
586,Engenharias,Estação de Transporte,3.10.02.03-0
587,Engenharias,Equipamentos Auxiliares e Controles,3.10.02.04-8
588,Engenharias,Operações de Transportes,3.10.03.00-1
589,Engenharias,Engenharia de Tráfego,3.10.03.01-0
590,Engenharias,Capacidade de Vias de Transporte,3.10.03.02-8
591,Engenharias,Operação de Sistemas de Transporte,3.10.03.03-6
592,Engenharias,Engenharia Naval e Oceânica,3.11.00.00-7
593,Engenharias,Hidrodinâmica de Navios e Sistemas Oceânicos,3.11.01.00-3
594,Engenharias,Resistência Hidrodinâmica,3.11.01.01-1
595,Engenharias,Propulsão de Navios,3.11.01.02-0
596,Engenharias,Estruturas Navais e Oceânicas,3.11.02.00-0
597,Engenharias,Análise Teórica e Experimental de Estrutura,3.11.02.01-8
598,Engenharias,Dinâmica Estrutural Naval e Oceânica,3.11.02.02-6
599,Engenharias,Síntese Estrutural Naval e Oceânica,3.11.02.03-4
600,Engenharias,Máquinas Marítimas,3.11.03.00-6
601,Engenharias,Análise de Sistemas Propulsores,3.11.03.01-4
602,Engenharias,Controle  e  Automação  de  Sistemas  Propulsores,3.11.03.02-2
603,Engenharias,Equipamentos  Auxiliares  do  Sistema  Propulsivo,3.11.03.03-0
604,Engenharias,Motor de Propulsão,3.11.03.04-9
605,Engenharias,Projeto de Navios e de Sistemas Oceânicos,3.11.04.00-2
606,Engenharias,Projetos de Navios,3.11.04.01-0
607,Engenharias,Projetos de Sistemas Oceânicos Fixos e Semi-Fixos,3.11.04.02-9
608,Engenharias,Projetos de Embarcações Não-Convencionais,3.11.04.03-7
609,Engenharias,Tecnologia de Construção Naval e de Sistemas Oceânicas,3.11.05.00-9
610,Engenharias,Métodos de Fabricação de Navios e Sistemas Oceânicos,3.11.05.01-7
611,Engenharias,Soldagem de Estruturas Navais e Oceânicos,3.11.05.02-5
612,Engenharias,Custos de Construção Naval,3.11.05.03-3
613,Engenharias,Normatização e Certificação de Qualidade de Navios,3.11.05.04-1
614,Engenharias,Engenharia Aeroespacial,3.12.00.00-1
615,Engenharias,Aerodinâmica,3.12.01.00-8
616,Engenharias,Aerodinâmica de Aeronaves Espaciais,3.12.01.01-6
617,Engenharias,Aerodinâmica dos Processos Geofísicos e Interplanetarios,3.12.01.02-4
618,Engenharias,Dinâmica de Vôo,3.12.02.00-4
619,Engenharias,Trajetorias e Orbitas,3.12.02.01-2
620,Engenharias,Estabilidade e Controle,3.12.02.02-0
621,Engenharias,Estruturas Aeroespaciais,3.12.03.00-0
622,Engenharias,Aeroelasticidade,3.12.03.01-9
623,Engenharias,Fadiga,3.12.03.02-7
624,Engenharias,Projeto de Estruturas Aeroespaciais,3.12.03.03-5
625,Engenharias,Materiais e Processos para Engenharia Aeronáutica e Aeroespacial,3.12.04.00-7
626,Engenharias,Propulsão Aeroespacial,3.12.05.00-3
627,Engenharias,Combustão e Escoamento com Reações Químicas,3.12.05.01-1
628,Engenharias,Propulsão de Foguetes,3.12.05.02-0
629,Engenharias,Máquinas de Fluxo,3.12.05.03-8
630,Engenharias,Motores Alternativos,3.12.05.04-6
631,Engenharias,Sistemas Aeroespaciais,3.12.06.00-0
632,Engenharias,Aviões,3.12.06.01-8
633,Engenharias,Foguetes,3.12.06.02-6
634,Engenharias,Helicópteros,3.12.06.03-4
635,Engenharias,Hovercraft,3.12.06.04-2
636,Engenharias,Satélites e Outros Dispositivos Aeroespaciais,3.12.06.05-0
637,Engenharias,Normatização e Certificação de Qualidade de Aeronaves e Componentes,3.12.06.06-9
638,Engenharias,Manutenção de Sistemas Aeroespaciais,3.12.06.07-7
639,Engenharias,Engenharia Biomédica,3.13.00.00-6
640,Engenharias,Bioengenharia,3.13.01.00-2
641,Engenharias,Processamento de Sinais Biológicos,3.13.01.01-0
642,Engenharias,Modelagem de Fenomenos Biológicos,3.13.01.02-9
643,Engenharias,Modelagem de Sistemas Biológicos,3.13.01.03-7
644,Engenharias,Engenharia Médica,3.13.02.00-9
645,Engenharias,Biomateriais e Materiais Biocompatíveis,3.13.02.01-7
646,Engenharias,Transdutores para Aplicações Biomédicas,3.13.02.02-5
647,Engenharias,Instrumentação Odontológica e Médico-Hospitalar,3.13.02.03-3
648,Engenharias,Tecnologia de Próteses,3.13.02.04-1
649,Ciências da Saúde,Ciências da Saúde,4.00.00.00-1
650,Ciências da Saúde,Medicina,4.01.00.00-6
651,Ciências da Saúde,Clínica Médica,4.01.01.00-2
652,Ciências da Saúde,Angiologia,4.01.01.01-0
653,Ciências da Saúde,Dermatologia,4.01.01.02-9
654,Ciências da Saúde,Alergologia e Imunologia Clínica,4.01.01.03-7
655,Ciências da Saúde,Cancerologia,4.01.01.04-5
656,Ciências da Saúde,Hematologia,4.01.01.05-3
657,Ciências da Saúde,Endocrinologia,4.01.01.06-1
658,Ciências da Saúde,Neurologia,4.01.01.07-0
659,Ciências da Saúde,Pediatria,4.01.01.08-8
660,Ciências da Saúde,Doenças Infecciosas e Parasitárias,4.01.01.09-6
661,Ciências da Saúde,Cardiologia,4.01.01.10-0
662,Ciências da Saúde,Gastroenterologia,4.01.01.11-8
663,Ciências da Saúde,Pneumologia,4.01.01.12-6
664,Ciências da Saúde,Nefrologia,4.01.01.13-4
665,Ciências da Saúde,Reumatologia,4.01.01.14-2
666,Ciências da Saúde,Ginecologia e Obstetrícia,4.01.01.15-0
667,Ciências da Saúde,Fisiatria,4.01.01.16-9
668,Ciências da Saúde,Oftalmologia,4.01.01.17-7
669,Ciências da Saúde,Ortopedia,4.01.01.18-6
670,Ciências da Saúde,Cirurgia,4.01.02.00-9
671,Ciências da Saúde,Cirurgia Plástica e Restauradora,4.01.02.01-7
672,Ciências da Saúde,Cirurgia Otorrinolaringológica,4.01.02.02-5
673,Ciências da Saúde,Cirurgia Oftalmológica,4.01.02.03-3
674,Ciências da Saúde,Cirurgia Cardiovascular,4.01.02.04-1
675,Ciências da Saúde,Cirurgia Toráxica,4.01.02.05-0
676,Ciências da Saúde,Cirurgia Gastroenterologia,4.01.02.06-8
677,Ciências da Saúde,Cirurgia Pediátrica,4.01.02.07-6
678,Ciências da Saúde,Neurocirurgia,4.01.02.08-4
679,Ciências da Saúde,Cirurgia Urológica,4.01.02.09-2
680,Ciências da Saúde,Cirurgia Proctológica,4.01.02.10-6
681,Ciências da Saúde,Cirurgia Ortopédica,4.01.02.11-4
682,Ciências da Saúde,Cirurgia Traumatológica,4.01.02.12-2
683,Ciências da Saúde,Anestesiologia,4.01.02.13-0
684,Ciências da Saúde,Cirurgia Experimental,4.01.02.14-9
685,Ciências da Saúde,Saúde Materno-Infantil,4.01.03.00-5
686,Ciências da Saúde,Psiquiatria,4.01.04.00-1
687,Ciências da Saúde,Anatomia Patológica e Patologia Clínica,4.01.05.00-8
688,Ciências da Saúde,Radiologia Médica,4.01.06.00-4
689,Ciências da Saúde,Medicina Legal e Deontologia,4.01.07.00-0
690,Ciências da Saúde,Odontologia,4.02.00.00-0
691,Ciências da Saúde,Clínica Odontológica,4.02.01.00-7
692,Ciências da Saúde,Cirurgia Buco-Maxilo-Facial,4.02.02.00-3
693,Ciências da Saúde,Ortodontia,4.02.03.00-0
694,Ciências da Saúde,Odontopediatria,4.02.04.00-6
695,Ciências da Saúde,Periodontia,4.02.05.00-2
696,Ciências da Saúde,Endodontia,4.02.06.00-9
697,Ciências da Saúde,Radiologia Odontológica,4.02.07.00-5
698,Ciências da Saúde,Odontologia Social e Preventiva,4.02.08.00-1
699,Ciências da Saúde,Materiais Odontológicos,4.02.09.00-8
700,Ciências da Saúde,Farmácia,4.03.00.00-5
701,Ciências da Saúde,Farmacotecnia,4.03.01.00-1
702,Ciências da Saúde,Farmacognosia,4.03.02.00-8
703,Ciências da Saúde,Análise Toxicológica,4.03.03.00-4
704,Ciências da Saúde,Análise e Controle e Medicamentos,4.03.04.00-0
705,Ciências da Saúde,Bromatologia,4.03.05.00-7
706,Ciências da Saúde,Enfermagem,4.04.00.00-0
707,Ciências da Saúde,Enfermagem Médico-Cirúrgica,4.04.01.00-6
708,Ciências da Saúde,Enfermagem Obstétrica,4.04.02.00-2
709,Ciências da Saúde,Enfermagem Pediátrica,4.04.03.00-9
710,Ciências da Saúde,Enfermagem Psiquiátrica,4.04.04.00-5
711,Ciências da Saúde,Enfermagem de Doenças Contagiosas,4.04.05.00-1
712,Ciências da Saúde,Enfermagem de Saúde Pública,4.04.06.00-8
713,Ciências da Saúde,Nutrição,4.05.00.00-4
714,Ciências da Saúde,Bioquímica da Nutrição,4.05.01.00-0
715,Ciências da Saúde,Dietética,4.05.02.00-7
716,Ciências da Saúde,Análise Nutricional de População,4.05.03.00-3
717,Ciências da Saúde,Desnutrição e Desenvolvimento Fisiológico,4.05.04.00-0
718,Ciências da Saúde,Saúde Coletiva,4.06.00.00-9
719,Ciências da Saúde,Epidemiologia,4.06.01.00-5
720,Ciências da Saúde,Saúde Publica,4.06.02.00-1
721,Ciências da Saúde,Medicina Preventiva,4.06.03.00-8
722,Ciências da Saúde,Fonoaudiologia,4.07.00.00-3
723,Ciências da Saúde,Fisioterapia e Terapia Ocupacional,4.08.00.00-8
724,Ciências da Saúde,Educação Física,4.09.00.00-2
725,Ciências Agrárias,Ciências Agrárias,5.00.00.00-4
726,Ciências Agrárias,Agronomia,5.01.00.00-9
727,Ciências Agrárias,Ciência do Solo,5.01.01.00-5
728,Ciências Agrárias,"Genese, Morfologia e Classificação dos Solos",5.01.01.01-3
729,Ciências Agrárias,Física do Solo,5.01.01.02-1
730,Ciências Agrárias,Química do Solo,5.01.01.03-0
731,Ciências Agrárias,Microbiologia e Bioquímica do Solo,5.01.01.04-8
732,Ciências Agrárias,Fertilidade do Solo e Adubação,5.01.01.05-6
733,Ciências Agrárias,Manejo e Conservação do Solo,5.01.01.06-4
734,Ciências Agrárias,Fitossanidade,5.01.02.00-1
735,Ciências Agrárias,Fitopatologia,5.01.02.01-0
736,Ciências Agrárias,Entomologia Agrícola,5.01.02.02-8
737,Ciências Agrárias,Parasitologia Agrícola,5.01.02.03-6
738,Ciências Agrárias,Microbiologia Agrícola,5.01.02.04-4
739,Ciências Agrárias,Defesa Fitossanitária,5.01.02.05-2
740,Ciências Agrárias,Fitotecnia,5.01.03.00-8
741,Ciências Agrárias,Manejo e Tratos Culturais,5.01.03.01-6
742,Ciências Agrárias,Mecanização Agrícola,5.01.03.02-4
743,Ciências Agrárias,Produção e Beneficiamento de Sementes,5.01.03.03-2
744,Ciências Agrárias,Produção de Mudas,5.01.03.04-0
745,Ciências Agrárias,Melhoramento Vegetal,5.01.03.05-9
746,Ciências Agrárias,Fisiologia de Plantas Cultivadas,5.01.03.06-7
747,Ciências Agrárias,Matologia,5.01.03.07-5
748,Ciências Agrárias,"Floricultura, Parques e Jardins",5.01.04.00-4
749,Ciências Agrárias,Floricultura,5.01.04.01-2
750,Ciências Agrárias,Parques e Jardins,5.01.04.02-0
751,Ciências Agrárias,Arborização de Vias Públicas,5.01.04.03-9
752,Ciências Agrárias,Agrometeorologia,5.01.05.00-0
753,Ciências Agrárias,Extensão Rural,5.01.06.00-7
754,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,5.02.00.00-3
755,Ciências Agrárias,Silvicultura,5.02.01.00-0
756,Ciências Agrárias,Dendrologia,5.02.01.01-8
757,Ciências Agrárias,Florestamento e Reflorestamento,5.02.01.02-6
758,Ciências Agrárias,Genética e Melhoramento Florestal,5.02.01.03-4
759,Ciências Agrárias,Sementes Florestais,5.02.01.04-2
760,Ciências Agrárias,Nutrição Florestal,5.02.01.05-0
761,Ciências Agrárias,Fisiologia Florestal,5.02.01.06-9
762,Ciências Agrárias,Solos Florestais,5.02.01.07-7
763,Ciências Agrárias,Proteção Florestal,5.02.01.08-5
764,Ciências Agrárias,Manejo Florestal,5.02.02.00-6
765,Ciências Agrárias,Economia Florestal,5.02.02.01-4
766,Ciências Agrárias,Politica e Legislação Florestal,5.02.02.02-2
767,Ciências Agrárias,Administração Florestal,5.02.02.03-0
768,Ciências Agrárias,Dendrometria e Inventário Florestal,5.02.02.04-9
769,Ciências Agrárias,Fotointerpretação Florestal,5.02.02.05-7
770,Ciências Agrárias,Ordenamento Florestal,5.02.02.06-5
771,Ciências Agrárias,Técnicas e Operações Florestais,5.02.03.00-2
772,Ciências Agrárias,Exploração Florestal,5.02.03.01-0
773,Ciências Agrárias,Mecanização Florestal,5.02.03.02-9
774,Ciências Agrárias,Tecnologia e Utilização de Produtos Florestais,5.02.04.00-9
775,Ciências Agrárias,Anatomia e Identificação de Produtos Florestais,5.02.04.01-7
776,Ciências Agrárias,Propriedades Físico-Mecânicas da Madeira,5.02.04.02-5
777,Ciências Agrárias,Relações Água-Madeira e Secagem,5.02.04.03-3
778,Ciências Agrárias,Tratamento da Madeira,5.02.04.04-1
779,Ciências Agrárias,Processamento Mecânico da Madeira,5.02.04.05-0
780,Ciências Agrárias,Química da Madeira,5.02.04.06-8
781,Ciências Agrárias,Resinas de Madeiras,5.02.04.07-6
782,Ciências Agrárias,Tecnologia de Celulose e Papel,5.02.04.08-4
783,Ciências Agrárias,Tecnologia de Chapas,5.02.04.09-2
784,Ciências Agrárias,Conservação da Natureza,5.02.05.00-5
785,Ciências Agrárias,Hidrologia Florestal,5.02.05.01-3
786,Ciências Agrárias,Conservação de Áreas Silvestres,5.02.05.02-1
787,Ciências Agrárias,Conservação de Bacias Hidrográficas,5.02.05.03-0
788,Ciências Agrárias,Recuperação de Áreas Degradadas,5.02.05.04-8
789,Ciências Agrárias,Energia de Biomassa Florestal,5.02.06.00-1
790,Ciências Agrárias,Engenharia Agrícola,5.03.00.00-8
791,Ciências Agrárias,Máquinas e Implementos Agrícolas,5.03.01.00-4
792,Ciências Agrárias,Engenharia de Água e Solo,5.03.02.00-0
793,Ciências Agrárias,Irrigação e Drenagem,5.03.02.01-9
794,Ciências Agrárias,Conservação de Solo e Água,5.03.02.02-7
795,Ciências Agrárias,Engenharia de Processamento de Produtos Agrícolas,5.03.03.00-7
796,Ciências Agrárias,Pré-Processamento de Produtos Agrícolas,5.03.03.01-5
797,Ciências Agrárias,Armazenamento de Produtos Agrícolas,5.03.03.02-3
798,Ciências Agrárias,Transferência de Produtos Agrícolas,5.03.03.03-1
799,Ciências Agrárias,Construções Rurais e Ambiência,5.03.04.00-3
800,Ciências Agrárias,Assentamento Rural,5.03.04.01-1
801,Ciências Agrárias,Engenharia de Construções Rurais,5.03.04.02-0
802,Ciências Agrárias,Saneamento Rural,5.03.04.03-8
803,Ciências Agrárias,Energização Rural,5.03.05.00-0
804,Ciências Agrárias,Zootecnia,5.04.00.00-2
805,Ciências Agrárias,Ecologia dos Animais Domésticos e Etologia,5.04.01.00-9
806,Ciências Agrárias,Genética e Melhoramento dos Animais Domésticos,5.04.02.00-5
807,Ciências Agrárias,Nutrição e Alimentação Animal,5.04.03.00-1
808,Ciências Agrárias,Exigências Nutricionais dos Animais,5.04.03.01-0
809,Ciências Agrárias,Avaliação de Alimentos para Animais,5.04.03.02-8
810,Ciências Agrárias,Conservação de Alimentos para Animais,5.04.03.03-6
